id,¸g«×,½n«×
TT6212C92,121.5111579,25.1073003
TT6212C93,121.6427751,25.0086632
TT6212C94,121.4570725,25.1644267
TT6212C95,121.46872,25.044656
TT6212C96,121.438512,24.967949
TT6212C97,121.6529037,25.0616866
TT6212C98,121.387707,24.9341719
TT6212C99,121.39525,25.014811
TT6212D01,121.436079,25.157154
TT6212D02,121.49258,25.005755
TT6212D03,121.6128653,24.9979005
TT6212D04,121.3637943,24.9565096
TT6212D05,121.440729,25.081967
TT6212D07,121.441611,24.983968
TT6212D08,121.422754,24.9617019
TT6212D09,121.5123502,25.0043571
TT6212D10,121.504648,25.00527
TT6212D11,121.6105722,25.0007625
TT6212D12,121.4254369,24.9845018
TT6212D13,121.4580692,25.1646446
TT6212D14,121.4506854,25.2150122
TT6212D15,121.4201032,24.9818331
TT6212D16,121.4491867,25.0227031
TT6212D17,121.459534,25.04145
UU6212A03,121.604384,23.9918049
UU6212A04,121.584299,23.98895
UU6212A07,121.604555,23.962372
UU6212A08,121.452098,23.755044
UU6212A10,121.6261629,24.1099281
UU6212A14,121.53235,23.915794
UU6212A17,121.588333,23.988429
UU6212A20,121.382875,23.569573
UU6212A22,121.321388,23.328878
UU6212A23,121.63393,24.113835
UU6212A25,121.589212,23.983077
UU6212A27,121.535912,23.92464
UU6212A30,121.576252,23.975587
UU6212A31,121.648334,24.124259
UU6212A32,121.594105,23.930387
UU6212A33,121.621914,23.986507
UU6212A34,121.524689,23.887859
UU6212A35,121.6502,24.156379
UU6212A36,121.417787,23.653507
UU6212A37,121.615144,24.007179
UU6212A38,121.560695,23.780082
UU6212A39,121.582088,23.973764
UU6212A43,121.422422,23.7146
UU6212A46,121.499584,23.853696
UU6212A48,121.278014,23.213269
UU6212A49,121.376588,23.515869
UU6212A50,121.604719,23.9726139
UU6212A51,121.608417,23.971921
UU6212A52,121.608524,24.022418
UU6212A53,121.58138,23.96396
UU6212A54,121.323867,23.357996
UU6212A56,121.611829,23.97494
UU6212A57,121.555803,23.896589
UU6212A58,121.45611,23.767269
UU6212A59,121.602132,24.0044819
UU6212A60,121.57559,23.9680659
YY6212A02,121.181713,24.987877
YY6212A04,121.149848,25.051063
YY6212A09,121.155173,25.053199
YY6212A15,121.103446,25.036074
YY6212A16,121.223229,24.940452
YY6212A18,121.242921,24.849246
YY6212A20,121.028155,24.98637
YY6212A22,121.316564,24.991121
YY6212A25,121.282536,24.929518
YY6212A28,121.175389,24.959154
YY6212A39,121.247389,24.914952
YY6212A41,121.277299,24.896012
YY6212A42,121.362781,25.001495
YY6212A45,121.314953,24.991002
YY6212A49,121.250997,24.95725
YY6212A52,121.286837,24.88792
YY6212A55,121.286321,24.872842
YY6212A60,121.313395,24.927197
YY6212A63,121.235537,24.989935
YY6212A67,121.300033,25.032845
YY6212A70,121.306905,24.962884
YY6212A71,121.205683,25.061138
YY6212A78,121.261631,24.896446
YY6212A81,121.213358,24.873004
YY6212A82,121.161855,24.93856
YY6212A83,121.230629,25.025767
YY6212A84,121.22329,25.047147
YY6212A85,121.21463,24.933903
YY6212A90,121.204607,24.964119
YY6212A92,121.19293,24.831361
YY6212A96,121.20441,24.965222
YY6212B11,121.13898,25.009945
YY6212B14,121.030217,24.98884
YY6212B15,121.21297,24.926303
YY6212B20,121.246221,24.96037
YY6212B23,121.207264,24.984432
YY6212B34,121.263114,24.8753
YY6212B36,121.193971,25.05455
YY6212B46,121.202879,24.872791
YY6212B61,121.214347,24.921099
YY6212B69,121.197906,24.974532
YY6212B75,121.218665,25.083012
YY6212B79,121.332944,24.992846
YY6212B80,121.278672,24.995223
YY6212B81,121.223829,24.852941
YY6212B82,121.26659,24.96019
YY6212B83,121.366439,25.024426
YY6212B84,121.325796,24.9620789
YY6212B85,121.139502,24.917364
YY6212B96,121.197597,25.069938
YY6212B99,121.095705,25.034416
YY6212C03,121.283783,25.0400299
YY6212C10,121.2750705,25.0707372
YY6212C11,121.234498,25.098481
YY6212C13,121.270669,24.992264
YY6212C14,121.270173,24.991761
YY6212C15,121.380351,25.0514239
YY6212C18,121.364616,25.057011
YY6212C20,121.29098,24.951307
YY6212C21,121.293719,25.011641
YY6212C22,121.305509,24.936876
YY6212C23,121.270265,24.887968
YY6212C24,121.290286,25.051274
YY6212C26,121.155958,24.962615
YY6212C29,121.223079,24.962503
YY6212C30,121.245143,24.945239
YY6212C31,121.251593,25.024735
YY6212C34,121.249022,24.95797
YY6212C36,121.251328,24.95918
YY6212C37,121.203026,24.957389
YY6212C38,121.222856,24.940233
YY6212C39,121.165197,24.947484
YY6212C41,121.254951,24.911177
YY6212C43,121.289307,25.062004
YY6212C44,121.264458,24.903186
YY6212C45,121.254378,24.961732
YY6212C47,121.147404,24.945371
YY6212C48,121.123823,24.937223
YY6212C49,121.109843,24.970091
YY6212C50,121.264095,24.901517
YY6212C55,121.3172199,25.077812
YY6212C56,121.293933,25.026623
YY6212C60,121.268528,24.984658
YY6212C64,121.311348,24.963308
YY6212C66,121.296272,24.998821
YY6212C67,121.296793,24.998486
YY6212C82,121.2755908,25.0528609
YY6212C84,121.223727,25.052116
YY6212C85,121.115908,24.912101
YY6212C87,121.197849,24.931707
YY6212C88,121.215821,24.871335
YY6212C92,121.281852,25.0399581
YY6212C93,121.27553,24.960044
YY6212C94,121.157703,24.908393
YY6212C98,121.213412,25.024856
YY6212C99,121.21736,25.000515
YY6212D01,121.22325,24.974335
YY6212D04,121.223769,24.9561
YY6212D05,121.180778,25.064467
YY6212D08,121.207765,25.060151
YY6212D16,121.2459812,24.9552887
YY6212D17,121.2143276,24.9307347
YY6212D18,121.208583,24.944521
YY6212D19,121.1942698,24.9216892
YY6212D20,121.153078,25.052779
YY6212D21,121.249025,24.9569
YY6212D22,121.230813,24.907038
YY6212D23,121.142155,25.071637
YY6212D24,121.209385,24.964061
YY6212D25,121.155802,24.96525
YY6212D26,121.260105,25.0737209
YY6212D27,121.1288755,24.9720408
YY6212D28,121.1399322,24.9067823
YY6212D29,121.1508096,24.9074085
YY6212D30,121.2426969,25.1080136
YY6212D31,121.221193,24.923926
YY6212D32,121.126787,25.016904
YY6212E01,121.301262,24.934309
YY6212E02,121.347706,25.012662
YY6212E04,121.219198,24.856686
YY6212E05,121.308793,25.022336
YY6212E08,121.283805,25.019157
YY6212E10,121.354335,25.00116
YY6212E12,121.323561,24.975237
YY6212E14,121.262534,25.116841
YY6212E18,121.288483,24.996745
YY6212E22,121.3823198,25.0496034
YY6212E23,121.316199,24.945719
YY6212E24,121.27363,24.892135
YY6212E26,121.311115,25.0003029
YY6212E27,121.399517,25.016551
YY6212E28,121.3252557,24.9872826
YY6212E29,121.221335,24.866416
YY6212E30,121.321289,24.960586
YY6212E31,121.385377,25.048799
YY6212E32,121.221317,24.869154
YY6212E33,121.25514,24.911161
YY6212E34,121.3655129,25.0583259
YY6212E35,121.3136886,25.0023788
YY6212E36,121.3439671,25.0015046
YY6212E37,121.264204,25.063469
YY6212E38,121.2675467,24.9871939
YY6212E39,121.3003613,25.0315838
YY6212E40,121.278158,24.9948093
YY6212E41,121.2826739,25.0383295
YY6212E42,121.2890956,25.0575566
YY6212E43,121.204889,24.827161
YY6212E58,121.3009393,25.0304073
